"Date (UTC)","Timestamp (UTC)","Democrat","Republican","Other"
"04-17-2024 00:00","1713312003","0.905","0.085","0.009"
"05-17-2024 00:00","1715904003","0.86","0.115","0.009"
"06-16-2024 00:00","1718496004","0.825","0.155","0.012"
"07-16-2024 00:00","1721088002","0.67","0.28","0.005"
"08-15-2024 00:00","1723680002","0.905","0.085","0.0035"
"09-14-2024 00:00","1726272002","0.905","0.095","0.0025"
"10-05-2024 14:34","1728138842","0.915","0.08","0.002"
