"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.905","0.065","0.0135"
"05-17-2024 00:00","1715904003","0.925","0.0245","0.0095"
"06-16-2024 00:00","1718496004","0.92","0.021","0.009"
"07-16-2024 00:00","1721088002","0.94","0.008","0.0075"
"08-15-2024 00:00","1723680002","0.977","0.011","0.0075"
"09-14-2024 00:00","1726272002","0.9835","0.0065","0.003"
"10-05-2024 14:26","1728138362","0.978","0.0085","0.004"
