"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.011"
"05-17-2024 00:00","1715904003","0.905","0.065","0.0115"
"06-16-2024 00:00","1718496004","0.955","0.045","0.0095"
"07-16-2024 00:00","1721088002","0.93","0.043","0.01"
"08-15-2024 00:00","1723680002","0.9605","0.034","0.0055"
"09-14-2024 00:00","1726272002","0.974","0.022","0.0085"
"10-05-2024 15:00","1728140402","0.974","0.0175","0.0045"
