"Date (UTC)","Timestamp (UTC)","Democrat","Republican","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.01"
"05-17-2024 00:00","1715904003","0.925","0.065","0.0105"
"06-16-2024 00:00","1718496004","0.925","0.065","0.011"
"07-16-2024 00:00","1721088002","0.935","0.065","0.01"
"08-15-2024 00:00","1723680002","0.971","0.024","0.0095"
"09-14-2024 00:00","1726272002","0.9795","0.017","0.003"
"10-05-2024 14:12","1728137522","0.9815","0.0165","0.0025"
