"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.0095"
"05-17-2024 00:00","1715904003","0.915","0.065","0.0095"
"06-16-2024 00:00","1718496004","0.915","0.065","0.009"
"07-16-2024 00:00","1721088002","0.925","0.055","0.009"
"08-15-2024 00:00","1723680002","0.96","0.035","0.0045"
"09-14-2024 00:00","1726272002","0.969","0.0235","0.0025"
"10-05-2024 15:08","1728140882","0.974","0.0225","0.0035"
