"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.915","0.075","0.01"
"05-17-2024 00:00","1715904003","0.915","0.075","0.0105"
"06-16-2024 00:00","1718496004","0.915","0.075","0.0105"
"07-16-2024 00:00","1721088002","0.935","0.065","0.0075"
"08-15-2024 00:00","1723680002","0.967","0.0325","0.0035"
"09-14-2024 00:00","1726272002","0.9675","0.03","0.0035"
"10-05-2024 14:08","1728137282","0.977","0.019","0.003"
