"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.0115"
"05-17-2024 00:00","1715904003","0.915","0.065","0.011"
"06-16-2024 00:00","1718496004","0.925","0.065","0.0105"
"07-16-2024 00:00","1721088002","0.955","0.045","0.008"
"08-15-2024 00:00","1723680002","0.9645","0.0285","0.007"
"09-14-2024 00:00","1726272002","0.977","0.022","0.0035"
"10-05-2024 14:36","1728138962","0.982","0.01","0.0025"
