"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.915","0.075","0.011"
"05-17-2024 00:00","1715904003","0.915","0.065","0.011"
"06-16-2024 00:00","1718496004","0.925","0.065","0.0155"
"07-16-2024 00:00","1721088002","0.945","0.035","0.009"
"08-15-2024 00:00","1723680002","0.96","0.0325","0.0065"
"09-14-2024 00:00","1726272002","0.975","0.0205","0.004"
"10-05-2024 15:14","1728141242","0.9765","0.0205","0.0035"
