"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.905","0.08","0.011"
"05-17-2024 00:00","1715904003","0.915","0.065","0.0195"
"06-16-2024 00:00","1718496004","0.925","0.055","0.0195"
"07-16-2024 00:00","1721088002","0.935","0.04","0.017"
"08-15-2024 00:00","1723680002","0.96","0.032","0.0155"
"09-14-2024 00:00","1726272002","0.975","0.0225","0.0015"
"10-05-2024 14:50","1728139802","0.977","0.02","0.0035"
