"Date (UTC)","Timestamp (UTC)","Republican","Democrat","Other"
"04-17-2024 00:00","1713312003","0.895","0.085","0.0125"
"05-17-2024 00:00","1715904003","0.895","0.075","0.013"
"06-16-2024 00:00","1718496004","0.915","0.065","0.012"
"07-16-2024 00:00","1721088002","0.935","0.055","0.014"
"08-15-2024 00:00","1723680002","0.92","0.085","0.005"
"09-14-2024 00:00","1726272002","0.93","0.06","0.0045"
"10-05-2024 14:42","1728139322","0.915","0.075","0.0045"
