"Date (UTC)","Timestamp (UTC)","Democrat","Republican","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.0105"
"05-17-2024 00:00","1715904003","0.915","0.06","0.03"
"06-16-2024 00:00","1718496004","0.915","0.045","0.0335"
"07-16-2024 00:00","1721088002","0.92","0.0575","0.031"
"08-15-2024 00:00","1723680002","0.969","0.0275","0.0035"
"09-14-2024 00:00","1726272002","0.9745","0.022","0.004"
"10-05-2024 14:41","1728139262","0.9765","0.0185","0.0065"
