"Date (UTC)","Timestamp (UTC)","Democrat","Republican","Other"
"04-17-2024 00:00","1713312003","0.9145","0.07","0.0105"
"05-17-2024 00:00","1715904003","0.915","0.07","0.0105"
"06-16-2024 00:00","1718496004","0.9195","0.075","0.0105"
"07-16-2024 00:00","1721088002","0.953","0.0545","0.0065"
"08-15-2024 00:00","1723680002","0.9685","0.03","0.0035"
"09-14-2024 00:00","1726272002","0.971","0.0275","0.004"
"10-05-2024 14:39","1728139142","0.9745","0.024","0.0025"
