"Date (UTC)","Timestamp (UTC)","Democrat","Republican","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.009"
"05-17-2024 00:00","1715904003","0.925","0.065","0.009"
"06-16-2024 00:00","1718496004","0.925","0.065","0.0085"
"07-16-2024 00:00","1721088002","0.9435","0.056","0.0025"
"08-15-2024 00:00","1723680002","0.968","0.0315","0.0045"
"09-14-2024 00:00","1726272002","0.9645","0.026","0.0045"
"10-05-2024 15:03","1728140582","0.9725","0.016","0.005"
